1|227,0,0,0
0|-14755,-13814,1246,278,-1387,1606,-453,-1714,-3083,-989
1|87,0,0,0
0|-14517,-15646,647,729,-1424,1219,75,4287,-3634,-960
1|224,0,0,0
0|-14934,-15927,-23,3687,-1328,1209,334,-942,-3349,271
1|16,0,0,0
0|-14908,-19181,-1216,5584,-843,1464,378,2041,-7263,3973
1|22,0,0,0
0|-14475,-11740,3201,5732,197,1914,-478,1423,10527,-4636
1|163,0,0,0
0|-14956,-18267,3865,4349,534,3069,479,-4309,13789,-3555
1|15,0,0,0
0|-14887,-17532,2718,-1966,-855,3288,322,-3109,-7342,749
1|76,0,0,0
0|-14834,-16287,-650,1030,-699,3289,921,-439,-2140,-520
1|125,0,0,0
0|-14443,-16299,642,4008,-672,3289,1116,-524,-3403,120
1|16,0,0,0
0|-15008,-15460,3593,5892,-13,3475,840,8324,-8697,1948
1|90,0,0,0
0|-14221,-16032,6347,6884,33,3585,-1073,-1635,15395,-6203
1|82,0,0,0
0|-14554,-14085,1380,675,671,3247,-1205,3408,3554,-2903
1|73,0,0,0
0|-14744,-15479,1209,900,562,3241,-1090,1896,-5683,-1755
1|0,0,0,0
0|-14765,-16313,1702,2897,349,3296,-822,7167,-1191,-1121
1|38,0,0,0
0|-14623,-15894,-1147,4494,132,3155,-1295,532,-4640,1113
1|17,0,0,0
0|-14734,-14935,1408,9562,239,2887,-1629,502,-9136,3023
1|83,0,0,0
0|-14612,-19072,3294,6223,1551,1366,-2345,-3400,17919,-8801
1|55,0,0,0
0|-14506,-14015,1294,1988,2935,2290,320,-9120,-4759,-124
1|127,0,0,0
0|-14845,-17411,1895,565,3471,2238,282,610,-3487,-334
1|117,0,0,0
0|-14247,-15385,-3295,2792,3548,2332,-75,4760,-2699,-607
1|43,0,0,0
0|-14475,-17740,558,4903,3501,2185,-1219,56,-6411,2439
1|102,0,0,0
0|-14443,-11353,729,2411,2946,1535,-2296,12208,6308,-2641
1|95,0,0,0
